learnum_pods,num_clients,avg_speed,cpu_m,mem_Mi,net_rx_KBps,net_tx_KBps,avg_latency_s,z1_bit,z2_bit,z3_bit,qt_sw_z1,qt_sw_z2,qt_sw_z3,total_stall,start_time,QoE
1,3,50,50,26,0,0,0.03604425051121813,6947943.126945333,5206278050.427598,38626092684.28525,1.0,1.0,1.0,12.700890000000001,5.666666666666667e-05,4908728383.088835
1,3,60,50,26,0,0,0.037331355952380955,11873163.703757001,5596385272.345552,31813411054.63687,1.0,1.0,1.0,11.233662333333333,5.8666666666666665e-05,4308929325.2204275
1,3,70,0,26,0,0,0.03639729708485959,7835259.608052333,4442393001.844003,31611201582.877117,1.0,1.0,1.0,9.606902,5.833333333333333e-05,4055083398.0722194
1,3,80,0,26,0,0,0.039938743171296295,33437146.558158334,4849365822.066154,25330061357.180706,1.0,1.0,1.0,9.254016,5.8666666666666665e-05,3526285261.9294906
1,3,90,0,0,0,0,0.035470688131313134,20224743.794341337,3271401446.9834867,23323310268.714237,1.0,1.0,1.0,6.97191,5.633333333333334e-05,3000768605.9447045
1,3,100,0,26,0,0,0.04087878317901234,17015522.90794767,4972044084.142486,30338806010.170765,1.0,1.0,1.0,6.336516666666667,5.633333333333334e-05,4040200255.6338735
1,3,110,0,26,0,0,0.035909087962962966,24013372.215767335,3191860810.137775,19544137649.35751,1.0,1.0,1.0,5.790641333333333,5.7333333333333336e-05,2609595261.6143384
1,3,120,0,0,0,0,0.03661284866898148,14920871.574117666,4793243881.667903,27963855941.09439,1.0,1.0,1.0,5.543144666666667,5.6e-05,3765478955.7091393
1,4,10,96,26,57,2578,0.049941842355637873,47693396.18109125,20439958027.288757,143750594993.62637,1.0,1.0,1.0,84.99824825000002,5.875e-05,18496436115.654434
1,4,20,99,26,58,2038,0.0480055661693672,30708082.877422,7919230779.699923,58263034012.97196,1.0,1.0,1.0,41.404551250000004,5.7e-05,7431645036.211561
1,4,30,99,26,52,2189,0.04976676291937229,23155039.261263248,6889135726.652334,40187367035.88861,1.0,1.0,1.0,28.975687000000004,5.75e-05,5412772250.806512
1,4,40,49,26,22,1292,0.0509081802662037,15109391.374382,5193213733.0208645,30504576759.11065,1.0,1.0,1.0,22.526970499999997,6.225e-05,4099676898.611065
1,4,50,0,26,62,3502,0.049329163099053726,14220941.442044752,4002241365.8082733,26606660108.970818,1.0,1.0,1.0,17.73034575,5.7e-05,3471068865.8274364
1,4,60,0,26,27,913,0.0517668,10065321.75346125,3120843027.341014,21764801951.749588,1.0,1.0,1.0,15.42334075,5.75e-05,2807694458.549972
1,4,70,0,26,29,1258,0.05375625942234849,12923073.09734875,3986845090.47015,19988204399.630802,1.0,1.0,1.0,14.97237825,5.6250000000000005e-05,2805235543.8437862
1,4,80,0,26,0,0,0.05120809236111111,7713426.536743751,3331578577.940216,23747338535.167053,1.0,1.0,1.0,10.997516000000001,5.6250000000000005e-05,3046448919.3909087
