learnum_pods,num_clients,avg_speed,cpu_m,mem_Mi,net_rx_KBps,net_tx_KBps,avg_latency_s,z1_bit,z2_bit,z3_bit,qt_sw_z1,qt_sw_z2,qt_sw_z3,total_stall,start_time,QoE
3,9,40,40,27,35,1812,0.04611436988042248,96870343.16726455,8343863771.918479,46747890932.94463,1.0,1.0,1.0,20.346735555555554,6.055555555555556e-05,6411370999.404021
3,9,50,43,27,37,1979,0.04443565115720846,35668405.396337226,5632152074.459565,35242609558.216354,1.0,1.0,1.0,15.88114888888889,6.155555555555554e-05,4675659185.201779
3,9,60,50,28,57,1755,0.044746918869855636,24654639.68478367,3929612729.1295986,30018124075.608204,1.0,1.0,1.0,13.902508,5.5888888888888884e-05,3804993140.385064
3,9,70,0,27,18,1025,0.04555422371579038,71688752.090027,4932448157.177314,33107605630.34976,1.0,1.0,1.0,12.18305322222222,6.355555555555556e-05,4347432267.546055
3,9,80,0,27,0,0,0.04612303639439264,90133700.52202968,4675326373.554546,29125814307.165607,1.0,1.0,1.0,11.71561311111111,0.00016711111111111112,3910740244.415037
3,9,90,0,27,0,0,0.04221334952050265,53030184.92313167,4692073277.033194,25190326072.550735,1.0,1.0,1.0,8.789796555555556,6.322222222222222e-05,3494568353.3115077
3,9,100,0,22,0,0,0.04621243773423721,24594640.078679997,2579506339.0824366,16975856132.857138,1.0,1.0,1.0,8.583884555555557,6.033333333333333e-05,2230703091.2463136
3,9,110,0,24,0,0,0.03840079430039482,22885306.01252389,3073936391.9676623,19708672060.657207,1.0,1.0,1.0,6.328889888888889,6.88888888888889e-05,2601674170.453497
3,9,120,0,22,0,0,0.0370589797315917,67871159.00465822,4811666672.988616,26711284258.409676,1.0,1.0,1.0,6.099624666666667,5.955555555555556e-05,3680971544.513309
3,10,10,68,27,48,1683,0.04792194704858571,189337811.6051991,22214700782.17606,159191804227.52106,1.0,1.0,1.0,82.1577384,6.35e-05,20494656693.032413
3,10,20,80,28,45,1846,0.049517257916617326,109454423.3276171,13604679235.578152,83522976844.82713,1.0,1.0,1.0,42.1769902,6.64e-05,11149851445.566334
3,10,30,68,27,33,1697,0.05190875035798952,111970331.5243717,8948897537.549063,50973441724.86376,1.0,1.0,1.0,29.505728299999998,6.469999999999999e-05,6965502784.188337
3,10,40,57,27,23,1129,0.05456622668201514,79492313.18261759,6943049263.268153,35159168128.47688,1.0,1.0,1.0,23.1570821,0.00023770000000000003,4960171184.152677
3,10,50,83,27,27,1230,0.049355101402512924,52761125.478846796,5334505490.088811,33676894376.252563,1.0,1.0,1.0,18.560067599999996,6.460000000000001e-05,4471523242.669642
3,10,60,0,27,25,1180,0.04925862289894134,50043669.8991439,5459886081.516657,30000459879.841717,1.0,1.0,1.0,14.893521999999999,6.84e-05,4127053708.174465
3,10,70,0,27,0,0,0.047029373936237365,49105363.044275105,4378596223.416766,27354806630.4212,1.0,1.0,1.0,13.085715700000003,6.02e-05,3645573604.58763
3,10,80,0,28,0,0,0.04983494723289442,36075303.074767604,4150625988.6757555,25568376057.54114,1.0,1.0,1.0,12.133035800000002,0.00013839999999999998,3412215462.468953
3,10,90,0,27,0,0,0.04919245215773809,21105271.5245286,2696206979.4953074,15685618882.522282,1.0,1.0,1.0,10.748888899999999,8.179999999999998e-05,2122576926.9978862
3,10,100,0,27,0,0,0.04970993992311507,25641754.8031259,2699417964.927463,15680054463.98323,1.0,1.0,1.0,9.2324261,0.0003018,2125838227.045274
3,10,110,0,27,0,0,0.046856182168485444,25231349.6181966,2757765998.3839746,17055489569.740444,1.0,1.0,1.0,8.5159106,6.29e-05,2274764063.764891
3,10,120,0,0,0,0,0.051491514422123005,15182203.9765534,1589166005.3951988,10882510202.523905,1.0,1.0,1.0,8.2627484,6.529999999999999e-05,1416711727.5849187
3,11,10,77,28,52,2066,0.048769532612006866,218806416.53249362,25899609054.704647,166179582099.91006,1.0,1.0,1.0,83.12293999999997,0.00014190909090909092,21951044154.075428
3,11,20,66,27,41,1686,0.054701584568381076,112792439.71411711,10712743139.261858,64353420977.52751,1.0,1.0,1.0,45.60109018181817,0.00016218181818181818,8656845236.31962
3,11,30,98,27,58,2417,0.04876596748444653,70600398.62915917,8674367478.615648,58555705117.999664,1.0,1.0,1.0,28.365965090909093,5.599999999999999e-05,7639864163.589618
3,11,40,63,28,22,1312,0.05555135906079633,52444390.085205644,6216161574.74196,34039068155.705444,1.0,1.0,1.0,23.78780536363637,7.781818181818181e-05,4683850100.290683
3,11,50,0,28,25,936,0.050985237297453696,84718350.38829218,6498339113.498081,33019196626.383312,1.0,1.0,1.0,18.25323090909091,6.254545454545454e-05,4660890251.120591
3,11,60,0,28,0,0,0.053976779020211696,33143488.277395178,4159943010.4150877,27426249668.650955,1.0,1.0,1.0,15.718140272727275,0.00021890909090909095,3597813942.153345
3,11,70,0,27,0,0,0.053627962862048524,41181646.536887094,3572762667.5516157,18461485550.001503,1.0,1.0,1.0,14.472641818181819,5.772727272727273e-05,2589528177.853687
3,11,80,0,27,0,0,0.0525311450547138,19401395.232832726,3496059259.884592,21110574312.88323,1.0,1.0,1.0,12.354068181818183,0.00013072727272727273,2823850205.8051686
3,11,90,0,27,0,0,0.05479879498857623,27562392.652667914,2598281566.987141,15799280061.627089,1.0,1.0,1.0,10.630144909090909,6.127272727272726e-05,2118877947.7071183
3,11,100,0,22,0,0,0.04950198207521644,21626570.771393824,2022438101.870523,15035321748.953754,1.0,1.0,1.0,9.795812636363637,8.263636363636363e-05,1923158351.6871061
3,11,110,0,0,0,0,0.04922040775838745,16042678.749674816,2562336794.5427513,15826678145.299828,1.0,1.0,1.0,8.482483272727272,8.963636363636362e-05,2106365011.0882423
3,11,120,0,27,0,0,0.04745614493897306,33754042.552884094,2331266680.7531843,13701347156.941021,1.0,1.0,1.0,6.988248818181819,6.118181818181819e-05,1860015850.5820246
3,12,10,78,27,48,2027,0.059054089023188004,204329483.37661386,20839162105.645496,130512116017.13763,1.0,1.0,1.0,94.61180999999998,0.00012974999999999998,17362074253.37515
3,12,20,77,27,50,1901,0.058159142594565484,87511636.18061326,10538513072.049747,62451350829.63908,1.0,1.0,1.0,47.66213591666667,0.00020091666666666665,8414095636.752238
3,12,30,82,27,41,2175,0.055217262450285846,92415115.43135284,7413772760.073631,45932872801.82754,1.0,1.0,1.0,30.744152666666665,5.749999999999999e-05,6140732279.799324
3,12,40,42,27,36,1628,0.05749857121173848,50325238.54269099,5824804508.971977,31128120500.420925,1.0,1.0,1.0,24.292281333333335,6.191666666666666e-05,4313000513.359296
3,12,50,46,28,27,1395,0.05654111902988023,56117801.28569657,4986413231.289445,31984076373.230362,1.0,1.0,1.0,19.644664583333334,6.141666666666666e-05,4234972659.008591
3,12,60,0,27,0,0,0.05744609752902865,48200019.623360835,4249221913.5402813,26301723472.136395,1.0,1.0,1.0,16.556458250000002,6.766666666666665e-05,3513756671.4649863
3,12,70,0,28,0,0,0.056939045933917555,33369962.95986033,4223869198.0995483,21012497913.09496,1.0,1.0,1.0,14.314769083333333,6.175e-05,2969382542.447535
3,12,80,0,27,0,0,0.05455802714051477,24438377.42618842,3120445725.441547,20917709933.61213,1.0,1.0,1.0,12.290511333333335,0.00018700000000000002,2732966948.797852
3,12,90,0,28,0,0,0.053284172691385585,12900371.970510082,2159439763.604208,15471897297.851511,1.0,1.0,1.0,10.963133833333332,0.00020300000000000003,1988107894.7430012
3,12,100,0,24,0,0,0.060848495803020285,15347772.020545581,2007052439.8792343,12555973249.828257,1.0,1.0,1.0,10.441386416666667,6.291666666666667e-05,1667751207.4748223
3,12,110,0,0,0,0,0.05230818850446429,30756250.450927664,3009011637.071806,18171549511.224407,1.0,1.0,1.0,9.387212916666664,5.6666666666666664e-05,2440486612.4871926
3,12,120,0,27,0,0,0.053872874614197534,14434808.161307251,1764235327.234028,12570202401.529917,1.0,1.0,1.0,7.992256083333334,5.925e-05,1619971635.9457562
3,13,10,69,27,51,2141,0.06197317740607715,215775839.31670353,20810906386.05166,125760659770.6241,1.0,1.0,1.0,96.41022715384617,6.83076923076923e-05,16889289926.230164
3,13,20,64,27,50,2146,0.06053276830558206,103296138.31617807,10706580167.048298,59653933683.60144,1.0,1.0,1.0,48.163924692307695,6.853846153846152e-05,8179016490.485957
3,13,30,77,28,53,3113,0.06512198563300073,78144618.64901324,6241550916.020422,40155571152.52032,1.0,1.0,1.0,33.66005946153847,5.938461538461538e-05,5318568385.771914
3,13,40,30,27,36,2049,0.061415285103198096,65244504.314148776,6142222052.25775,35159192442.341415,1.0,1.0,1.0,25.364748615384617,0.00019853846153846153,4790034697.636323
3,13,50,36,28,43,2030,0.058325275252638656,32791963.116178926,4602370571.885778,28812056356.214016,1.0,1.0,1.0,19.45598892307692,8.699999999999997e-05,3824634039.518756
3,13,60,50,28,0,0,0.061798822169288156,87528271.04106215,3302658736.6164494,23324749933.853233,1.0,1.0,1.0,17.232609307692307,6.03076923076923e-05,3054276455.336878
3,13,70,0,28,0,0,0.06322461514423078,34354595.35447069,3950975380.119682,21483610953.973103,1.0,1.0,1.0,15.422274153846152,5.823076923076922e-05,2962604320.8533473
3,13,80,29,22,11,338,0.0690370985042735,25103901.531112768,2143191348.6224365,9646127597.158777,1.0,1.0,1.0,14.216506692307691,9.661538461538463e-05,1410823698.3807497
3,13,90,0,27,0,0,0.04921735114023708,28520371.292201,3044671136.658519,23030702234.71466,1.0,1.0,1.0,10.352300384615384,8.546153846153847e-05,2931968665.1924515
3,13,100,0,28,0,0,0.05690303923293143,23889174.975547154,2641876555.097935,15493089898.780466,1.0,1.0,1.0,10.313363615384617,0.0001764615384615385,2094406678.0322948
3,13,110,0,24,0,0,0.05850587944202788,21003403.86398954,2908111306.2777753,18470499204.430454,1.0,1.0,1.0,10.345889923076923,0.0001330769230769231,2443374518.9154944
3,13,120,0,22,0,0,0.05734735295520452,13206977.401523383,2274279262.45988,12819727874.092815,1.0,1.0,1.0,8.81577723076923,7.43076923076923e-05,1746073485.1741626
3,14,10,77,27,51,1854,0.06285460982197665,140337373.55150816,18021069903.26577,109987404945.15817,1.0,1.0,1.0,98.48863371428573,6.635714285714285e-05,14701190212.15362
3,14,20,79,27,51,2041,0.06649803862938376,72829141.65562929,8094594114.524363,51580091972.298965,1.0,1.0,1.0,51.271974428571426,0.00016992857142857144,6827908197.823489
3,14,30,98,27,50,2028,0.06368944026297642,41699112.282668576,6275311747.639623,36764910355.0353,1.0,1.0,1.0,33.21402907142858,6.585714285714285e-05,4960742619.808714
3,14,40,19,27,39,1458,0.07438753241178464,28841556.094274145,3914531275.455001,25004895975.21903,1.0,1.0,1.0,26.91681164285714,0.00017271428571428575,3303584825.135862
3,14,50,57,27,25,1139,0.06599550684680815,36258564.88457243,4929531446.364815,26117850473.764507,1.0,1.0,1.0,21.598225857142857,5.621428571428571e-05,3623072238.1960015
3,14,60,31,27,0,0,0.07439092120616239,42950195.09737457,3227315312.3530755,17827891310.378887,1.0,1.0,1.0,19.326790857142857,0.00018,2458317245.970692
3,14,70,0,28,25,1307,0.06946115833038077,35293460.674648434,3323707451.3067126,17230096149.07591,1.0,1.0,1.0,16.94741607142857,0.00011628571428571429,2412456453.766798
3,14,80,0,22,0,0,0.0683460020431784,14999543.011540072,2267528471.8126593,12455248376.657196,1.0,1.0,1.0,14.3235095,0.0003320714285714286,1709530149.5438106
3,14,90,0,28,0,0,0.06298991244272015,17518471.919825427,2872397259.940614,15229893203.244837,1.0,1.0,1.0,11.821045571428572,7.057142857142856e-05,2109731650.825685
3,14,100,0,27,0,0,0.07383724535737908,21134642.44488707,2301261818.8701506,11508842003.380907,1.0,1.0,1.0,11.954985214285713,6.485714285714286e-05,1625930761.4168262
3,14,110,0,22,0,0,0.06695505788159015,12610786.509363355,1649636110.7458904,9656161650.301603,1.0,1.0,1.0,10.107569785714286,6.585714285714285e-05,1304370893.2730598
3,14,120,0,27,0,0,0.059934844990079374,14008306.646424357,1724431862.6634104,10984674443.319477,1.0,1.0,1.0,9.047449499999997,0.00013064285714285714,1453159591.6125324
3,15,10,75,27,49,2014,0.07101078967055391,176902757.69524467,15909426881.778887,106440753704.39528,1.0,1.0,1.0,102.92693426666668,6.233333333333334e-05,13949792233.595894
3,15,20,54,28,51,2012,0.06860810364619298,95097335.95276839,8934992640.665564,54011311768.22562,1.0,1.0,1.0,52.421187733333326,0.0001372,7254697613.7109165
3,15,30,68,27,40,2164,0.07138237008318507,73894314.4694798,5554114639.702535,34967507156.59057,1.0,1.0666666666666667,1.0666666666666667,35.715437133333346,8.740000000000001e-05,4659299509.131444
3,15,40,71,27,33,1581,0.07013559297376619,49537415.24203734,4386484085.879617,26001114243.364464,1.0,1.0,1.0,26.460787666666665,6.006666666666666e-05,3512084317.400152
3,15,50,23,27,20,683,0.07192997674658291,31486764.28023927,3683260220.5189357,20753340922.756733,1.0,1.0,1.0,22.49811593333333,0.0003756,2834026773.6321154
3,15,60,0,27,0,0,0.0756827182012278,43548665.000469476,3389584506.5710473,17636036296.33227,1.0,1.0,1.0,18.69765246666667,0.00015913333333333332,2472004515.047175
3,15,70,0,27,0,0,0.0698441514616402,22691422.986753333,3093105490.4820094,17387555537.773064,1.0,1.0,1.0,16.342027733333335,0.00018899999999999999,2373260576.6929035
3,15,80,0,22,25,996,0.06878486935250319,41397093.672175474,3175893261.4454064,18882847600.95076,1.0,1.0,1.0,14.566151266666667,6.8e-05,2552441314.3199368
3,15,90,0,27,0,0,0.07342915566633597,14326490.488754736,1694503162.3195465,11739986940.541115,1.0,1.0,1.0,12.718056466666669,0.00011119999999999998,1522927814.172028
3,15,100,0,23,0,0,0.06473498239252647,24529882.5756598,1812940620.3117764,12135613946.884245,1.0,1.0,1.0,11.2694646,0.0002684000000000001,1593320387.09389
3,15,110,0,27,0,0,0.06871073109182099,20199957.42322987,1350829390.2526164,8139265036.518965,1.0,1.0,1.0,11.238961666666665,5.733333333333333e-05,1098232302.570899
3,15,120,0,27,0,0,0.0717819024917328,20380056.67974546,1611672439.3318558,8292043002.174505,1.0,1.0,1.0,9.433948933333332,6.18e-05,1165804786.1933975
3,16,10,90,27,50,1922,0.07472044262603404,163011545.39249018,14551115913.337208,89350533014.02795,1.0,1.0,1.0,105.56873162499998,9.475e-05,11959384110.89903
3,16,20,74,27,50,2398,0.07566736566159224,111066246.88541831,8547013543.143473,45157806155.83468,1.0,1.0,1.0,53.96562600000001,6.031249999999999e-05,6302929463.979502
3,16,30,23,27,58,3104,0.07453546929334325,58944871.53844381,5788442383.365053,35561934432.36782,1.0,1.0,1.0,36.2956736875,8.837500000000002e-05,4755143172.914927
3,16,40,75,28,49,2534,0.07454169140259516,29906590.095530435,3868606699.0010724,29303222816.28868,1.0,1.0,1.0,26.898962749999995,8.3e-05,3724978117.8300567
3,16,50,99,27,30,1117,0.06797648659789646,23404468.12414294,3002124172.8277545,19077589148.439526,1.0,1.0,1.0,21.482519187500003,6.937499999999999e-05,2524566783.721273
3,16,60,0,27,21,907,0.07731700546414669,78753108.42924249,3499156079.4298906,19927466402.940914,1.0,1.0,1.0,19.024433000000002,0.0002146875,2747704949.2745543
3,16,70,0,27,0,0,0.07330220971611576,45037356.63906749,2711400650.6567173,18030099147.005413,1.0,1.0,1.0,17.07095325,0.00016737500000000002,2376816120.073413
3,16,80,0,27,0,0,0.07424599342602928,39896191.867710695,2622232241.291076,14648204110.33772,1.0,1.0,1.0,15.1687303125,6.69375e-05,2017194127.3735569
3,16,90,0,24,0,0,0.06745695518766535,33448490.301813994,2376540718.761096,14253254129.226864,1.0,1.0,1.0,12.790365,0.00016518750000000002,1924047443.8868957
3,16,100,0,27,0,0,0.07764112568049354,9535896.810322125,1394265447.1763296,8695438386.043844,1.0,1.0,1.0,12.3448068125,0.00017600000000000002,1155072001.7234497
3,16,110,0,23,0,0,0.06094054379030258,22571216.508823004,1847508955.2860608,10930162414.922678,1.0,1.0,1.0,9.8638655,8.6375e-05,1478317840.6906633
3,16,120,0,23,0,0,0.08027736423301092,11844986.963205125,1632739520.35327,12774359303.767706,1.0,1.0,1.0,10.721097624999999,0.00017668750000000003,1612275278.2201884
3,17,10,98,28,56,2342,0.07679559067330398,146179560.88849092,15520649377.910948,99576176718.46315,1.0,1.0,1.0,106.76308605882353,6.294117647058822e-05,13164072779.968908
3,17,20,73,27,47,2242,0.08005787805264074,71884291.30826873,6767514918.841777,42820883392.35897,1.0,1.0,1.0,54.33417911764706,7.323529411764707e-05,5685910092.282754
3,17,30,72,27,52,2705,0.0846774058338261,48431497.60739635,4365971187.646762,25385493261.22352,1.0,1.0,1.0,38.28786247058823,6.535294117647057e-05,3445645446.3387923
3,17,40,99,27,31,1473,0.08314536261381252,38264899.02741342,3403367074.871001,25525012160.297688,1.0,1.0,1.0,28.632705235294114,9.617647058823529e-05,3259959936.202113
3,17,50,36,28,32,1709,0.07903040123096539,29548724.809395116,3485967830.5864096,23039423152.81096,1.0,1.0,1.0,23.884379470588232,0.0001494705882352941,3021819885.0614805
3,17,60,31,27,28,1412,0.07409752319717662,22919868.790962767,2893940570.2854195,18351051037.356865,1.0,1.0,1.0,19.845623058823527,9.088235294117646e-05,2429937039.6098742
3,17,70,29,28,0,0,0.07380479545313076,22231761.398803238,2573302428.6498103,15943707651.266949,1.0,1.0,1.0,16.377869000000004,6.429411764705882e-05,2124593412.4107056
3,17,80,0,22,0,0,0.07543820737044818,18331395.643176943,2215930199.207269,12773692782.117476,1.0,1.0,1.0,14.083495941176475,5.847058823529411e-05,1733387233.4441411
3,17,90,0,27,0,0,0.073069428288885,13558123.426549766,1631201373.592578,11239963229.87063,1.0,1.0,1.0,13.658838705882355,0.0001604705882352941,1459727224.370467
3,17,100,0,22,0,0,0.08297156235556724,13878152.120799236,1407719508.408872,8694843234.780315,1.0,1.0,1.0,12.827236588235294,0.00011135294117647058,1160742875.4867687
3,17,110,0,23,0,0,0.06786432701768208,10441042.336833587,1314600472.795696,9531352220.847662,1.0,1.0,1.0,10.750594764705882,7.864705882352939e-05,1223363999.051793
3,17,120,0,27,0,0,0.06888834171043418,11419329.583883177,1225417451.9738064,8630380164.620747,1.0,1.0,1.0,9.762971235294117,0.00010705882352941177,1116114994.5843177
3,18,10,91,28,52,2189,0.08078428953110543,145984379.60458666,14377505975.4433,86214328384.00732,1.0,1.0,1.0,108.33112133333333,0.0001612777777777778,11599122632.388088
3,18,20,78,27,54,2484,0.08076779930812122,79193053.35521768,6532952736.817329,42577396856.57267,1.0,1.0,1.0,55.15275344444444,0.00012250000000000002,5619765132.212018
3,18,30,72,27,47,2328,0.08158988922353688,47991740.74972633,5162410215.795116,30370733009.13624,1.0,1.0,1.0,37.46570683333333,0.00010494444444444445,4103149400.4944654
3,18,40,30,27,42,1643,0.08119829317179733,55105565.15451417,3943263290.930747,24352518257.563,1.0,1.0,1.0,29.042900888888887,0.00011483333333333332,3262478253.665642
3,18,50,50,28,29,1179,0.08286575767241698,27743782.456916668,2841755301.844162,19674171803.128517,1.0,1.0,1.0,23.73749211111111,6.36111111111111e-05,2555188785.330037
3,18,60,98,28,29,1412,0.07648909886939835,36929658.70049438,3439841350.181775,17981965237.39267,1.0,1.0,1.0,18.60868988888889,7.011111111111112e-05,2512015473.8482995
3,18,70,50,27,0,0,0.08179216305665786,28227903.488925163,2871463029.6116505,15218531153.595787,1.0,1.0,1.0,17.7601695,0.00013211111111111114,2115905176.3548594
3,18,80,0,27,0,0,0.07247093850354572,19919057.93486517,2123700985.317246,14340257041.491636,1.0,1.0,1.0,14.439205999999997,0.0001977222222222222,1872709178.6775825
3,18,90,0,27,0,0,0.07405629430527998,4746168.4807204995,1322904544.9923778,10160216487.29383,1.0,1.0,1.0,13.380088555555552,6.92222222222222e-05,1283924817.129685
3,18,100,0,0,0,0,0.07404683504739858,8043260.162555056,1102140870.6596415,9335439484.755081,1.0,1.0,1.0,11.590916944444444,0.00026761111111111115,1159602353.8791316
3,18,110,0,23,0,0,0.08310787821794333,15447543.574779332,1584087148.255942,9863040272.816048,1.0,1.0,1.0,11.91827811111111,5.922222222222223e-05,1313934685.1862879
3,18,120,0,27,0,0,0.0718992327642747,10220453.41301372,1313927825.8474612,8506075330.73543,1.0,1.0,1.0,10.623220833333331,0.00011600000000000003,1120547368.9517968
3,19,10,74,27,56,2201,0.08605040985321764,137189685.3913961,11412414854.533852,72113364302.14214,1.0,1.0,1.0,112.07090631578946,0.00018710526315789475,9589851697.98926
3,19,20,99,28,51,2713,0.092480796980069,81644024.45272528,7200185736.183739,37540550122.12207,1.0,1.0,1.0,57.487493,6.042105263157894e-05,5251242728.369382
3,19,30,75,27,47,2510,0.08977534077642937,44662833.597426,4810275998.639525,28587095232.49051,1.0,1.0,1.0,39.26704963157895,0.00015473684210526314,3852028536.6461754
3,19,40,43,27,48,2596,0.08770734118904061,33175382.60023799,3485899090.292538,20793139467.109936,1.0,1.0,1.0,29.432730947368416,0.00019652631578947368,2799716405.02808
3,19,50,0,28,0,0,0.08711460276717678,48630447.68868016,3030379511.3095946,19700549753.645725,1.0,1.0,1.0,24.537541999999995,6.142105263157893e-05,2610172084.4968734
3,19,60,0,27,0,0,0.08423510138469596,25898451.956640635,1988306771.54477,14401886629.14708,1.0,1.0,1.0,20.78786089473684,6.03157894736842e-05,1855978843.20525
3,19,70,0,24,0,0,0.07393809734065276,11986734.463717105,1854529619.8543448,14888596593.908348,1.0,1.0,1.0,16.36074794736842,6.194736842105263e-05,1868156226.134823
3,19,80,35,27,0,0,0.0816773705222257,17499098.508074842,1884770132.3119729,12233706138.220999,1.0,1.0,1.0,15.566833157894738,5.921052631578947e-05,1612573941.30251
3,19,90,0,27,0,0,0.08256405785344041,16340647.744820472,1555470794.721256,10773716521.600805,1.0,1.0,1.0,13.167422157894734,0.00014289473684210525,1399904206.9051762
3,19,100,0,27,0,0,0.07612496637426902,18546873.674176943,1431602652.3914738,9736435807.837515,1.0,1.0,1.0,11.895603631578947,0.00018331578947368424,1272946870.6820862
3,19,110,0,24,0,0,0.07175035752923976,8509843.78341842,1328835952.5211928,10280804923.159311,1.0,1.0,1.0,10.612201157894738,0.00014473684210526314,1299804526.8354747
3,19,120,0,0,0,0,0.08361015073099418,17447738.275299,1344333717.9964035,8603394664.24327,1.0,1.0,1.0,11.114330105263157,5.931578947368421e-05,1141419578.0244424
3,20,10,76,27,52,2064,0.09164929660903139,111754095.75538114,10175733132.986702,64227987978.775085,1.0,1.0,1.0,113.45759059999997,0.0001465,8536172802.635348
3,20,20,83,27,55,2647,0.09181694636881603,82231851.06215024,6097334360.246814,38755058276.47307,1.0,1.0,1.0,58.32822185000001,0.00010680000000000002,5152534743.628362
3,20,30,48,27,37,1551,0.088326780611138,51756661.11134769,4136999858.6915336,25305600553.80394,1.0,1.0,1.0,38.94708405,9.010000000000001e-05,3394189521.4237947
3,20,40,99,27,53,2496,0.09464221448843692,32844569.62926505,3849418173.6276026,24007506800.481834,1.0,1.0,1.0,32.4254419,6.014999999999999e-05,3193625373.084531
3,20,50,81,27,51,2073,0.08520560242435517,37436522.81977844,2595303784.660121,16987115672.664389,1.0,1.0,1.0,23.88320415,0.0001965,2243977786.4736853
3,20,60,31,27,0,0,0.10329228597842262,24525527.1119307,2229580759.272376,11668940050.493452,1.0,1.0,1.0,21.4885357,0.00018025,1629977932.4806933
3,20,70,0,27,0,0,0.08573408902537277,22456525.562313847,1646861457.593152,12045067882.981087,1.0,1.0,1.0,17.210505199999997,0.00012735,1549598572.704639
3,20,80,0,28,0,0,0.09354591349826391,22093132.953562748,1984636992.8494594,11819438486.804699,1.0,1.0,1.0,15.802701200000005,9.565000000000001e-05,1594336371.3658288
3,20,90,0,27,0,0,0.08786458503472223,13425433.2072809,1396827330.5963728,8446529712.857561,1.0,1.0,1.0,13.934411399999998,0.0002326499999999999,1133416179.7311578
3,20,100,0,23,0,0,0.07931640168030753,7764516.326823349,1180498172.160487,8288463304.117052,1.0,1.0,1.0,12.09653765,0.00012619999999999998,1070381073.2569243
3,20,110,0,23,0,0,0.08029314612599205,9770045.9315504,1566176742.9762352,9471938272.453064,1.0,1.0,1.0,12.1783096,0.00014355000000000005,1267268154.6252904
3,20,120,0,28,0,0,0.08384772317708333,5142659.539356099,803669595.6484922,6023553829.754954,1.0,1.0,1.0,10.4719285,6.145e-05,766689117.7531862
4,1,10,16,8,11,402,0.009180462499999998,1381136738.354583,101619936425.77065,603354047020.8724,1.0,1.0,1.0,0.0,6e-05,81626187703.08932
4,1,20,19,9,10,525,0.00978540875,1026713914.246003,60071927132.48971,393950221576.4278,1.0,1.0,1.0,0.0,5.7e-05,52128107323.11268
4,1,30,20,10,8,271,0.008670321302816902,479688054.32585,29013773628.315823,188683668987.6097,1.0,1.0,1.0,0.0,6e-05,25006903261.451973
4,1,40,15,11,10,291,0.008499501893939394,413767703.502828,21994869963.407276,134115549946.84914,1.0,1.0,1.0,0.0,5.5e-05,18100166378.818115
4,1,50,25,11,8,280,0.01002003730620155,481380108.709643,25254932082.782455,151865742432.39795,1.0,1.0,1.0,0.0,5.6e-05,20574526734.892796
4,1,60,0,11,5,195,0.00886643287037037,192108512.914076,13334198576.60651,87757886847.71652,1.0,1.0,1.0,0.0,5.5e-05,11577104358.132572
4,1,70,0,12,0,0,0.008379152146464647,191022928.86325,13752425880.988613,86780828023.78635,1.0,1.0,1.0,0.0,5.8e-05,11562284027.780384
4,1,80,0,12,0,0,0.008541173850574712,291985324.23891604,12622488704.160275,79340996369.00609,1.0,1.0,1.0,0.0,5.7e-05,10662987103.699661
4,1,90,9,12,0,0,0.008517585,248767360.96120602,10231137737.991108,66854335194.30862,1.0,1.0,1.0,0.0,5.5e-05,8905798218.70169
4,1,100,0,0,0,0,0.009083358901515154,167312372.539,9947338612.458485,56786186269.002205,1.0,1.0,1.0,0.0,5.7e-05,7785205009.168973
4,1,110,0,25,0,0,0.009450163690476191,196213605.651582,9580708839.07664,53157085297.11463,1.0,1.0,1.0,0.0,5.7e-05,7369199820.482654
4,1,120,0,12,0,0,0.009271311403508772,235615147.242333,10993058130.385298,64028434736.20623,1.0,1.0,1.0,0.0,6e-05,8766385701.767057
4,2,10,40,14,22,942,0.010996606516187116,1634669965.8318787,117298627940.16565,722342017466.3359,1.0,1.0,1.0,0.0,5.8e-05,96838196309.74878
4,2,20,38,16,20,648,0.010431740975765307,686951400.3569324,47049070942.3721,296634903540.9253,1.0,1.0,1.0,0.0,5.7e-05,39554170521.81656
4,2,30,30,16,18,863,0.012074501157407408,607870493.5628695,41237102350.38234,260314651970.72772,1.0,1.0,1.0,0.0,5.75e-05,34704395011.643005
4,2,40,14,17,18,850,0.01159217092687075,346407611.9883565,25979811919.164444,158615796702.1038,1.0,1.0,1.0,0.0,5.75e-05,21300027381.43487
4,2,50,13,17,12,467,0.011060420374503967,334300447.607597,25952333494.641144,158754694968.70392,1.0,1.0,1.0,0.0,6.15e-05,21299946508.12368
4,2,60,15,17,0,0,0.010561586904761906,226873813.410715,18223811711.400116,113348929806.80899,1.0,1.0,1.0,0.0,6.2e-05,15138466991.34816
4,2,70,0,17,0,0,0.010842916666666667,282490143.9127835,15987535067.43102,98163531738.9562,1.0,1.0,1.0,0.0,5.75e-05,13211603287.12053
4,2,80,0,17,0,0,0.010819366779439695,292471420.186565,17444699425.143684,103036523685.80103,1.0,1.0,1.0,0.0,5.8e-05,13997322246.739185
4,2,90,0,17,0,0,0.011522382567179952,178604977.99454552,13077031781.111462,73641999246.24176,1.0,1.0,1.0,0.0,5.7e-05,10104629764.442406
4,2,100,0,25,0,0,0.011416987103174603,181537225.48626798,10424361108.783466,63296106251.368324,1.0,1.0,1.0,0.0,5.6000000000000006e-05,8541558903.733673
