num_pods,num_clients,session_duration_s,cpu_m,mem_Mi,net_rx_KBps,net_tx_KBps,avg_latency_s,z1_bit,z2_bit,z3_bit,n_sw_z1,n_sw_z2,n_sw_z3,total_stall,start_time,q_res_z1,q_res_z2,q_res_z3,q_sw_z1,q_sw_z2,q_sw_z3,q_stall,QoE
3,14,70,82,45,60,2387,0,111199767.55084805,9024741961.853252,56300290087.0286,1.0,1.0,1.0,47.453629000000014,6.57142857142857e-05,5.0,4.865975328727307,4.865975328727307,0.04024764903083884,0.04024764903083884,0.04024764903083884,0.6779089857142856,2.004253739587353
3,14,80,85,45,57,2390,0,80880192.98445635,10841286250.088095,66728992341.980286,1.0,1.0,1.0,53.914109785714295,0.00021285714285714286,5.0,4.884138416813204,4.884138416813205,0.03479326822426298,0.03479326822426298,0.03479326822426298,0.6739263723214285,2.0316495701232697
3,14,90,84,45,55,2055,0,82097170.05101465,10731190461.369785,66903064203.42803,1.0,1.0,1.0,61.698784499999995,0.0001137142857142857,5.0,4.894861092509356,4.894861092509357,0.03157324549268563,0.03157324549268563,0.03157324549268563,0.6855420500000001,1.9885652958315503
3,15,30,74,45,31,1105,0,34223876.996892534,4119521981.987656,22413137743.583942,1.0,1.0,1.0,21.8358428,5.933333333333333e-05,5.0,4.682845745920746,4.682845745920746,0.09524151774151773,0.09524151774151773,0.09524151774151773,0.7278614266666668,1.679552938034707
3,15,40,73,45,47,2638,0,49689165.22869786,5298842812.766245,26492676868.49723,1.0,1.0,1.0,31.508107133333333,0.0001718666666666667,5.0,4.7319886290180415,4.7319886290180415,0.08048389518977754,0.08048389518977754,0.08048389518977754,0.7877026783333334,1.451252150015635
3,15,50,80,45,52,2514,0,42496464.5919642,5605351829.591575,34150727747.911995,1.0,1.0,1.0,36.7755476,0.00028753333333333335,5.0,4.797409453781512,4.797409453781512,0.06083800186741364,0.06083800186741364,0.06083800186741364,0.735510952,1.714451347333707
3,15,60,82,45,54,2435,0,70499420.5617618,7096478139.4466505,41726805674.43822,1.0,1.0,1.0,43.382248466666674,0.00015900000000000002,5.0,4.82337257546039,4.82337257546039,0.05304126863051349,0.05304126863051349,0.05304126863051349,0.7230374744444444,1.7842256638964926
3,15,70,85,45,56,2471,0,84294733.1902598,9019594994.589651,51715083197.60137,1.0,1.0,1.0,48.86592406666667,0.0002155333333333333,5.0,4.855808717078357,4.855808717078357,0.04330068556205487,0.04330068556205487,0.04330068556205487,0.6980846295238095,1.910751229275738
3,15,80,88,45,59,2446,0,75967691.2313122,9554632670.645384,58838753375.83725,1.0,1.0,1.0,55.73393519999999,7.173333333333333e-05,5.0,4.874749208116177,4.874749208116179,0.03761285041556196,0.03761285041556196,0.03761285041556196,0.6966741900000001,1.9288044416859582
3,15,90,83,45,58,2227,0,59243901.70301367,9974865495.62614,64486422039.21188,1.0,1.0,1.0,62.989915799999984,0.00020366666666666667,5.0,4.889335100355706,4.889335100355707,0.033232702595883915,0.033232702595883915,0.033232702595883915,0.6998879533333332,1.9231738615108278
